file,title,year,certainty
104186967,"Oration on the virtues of the old women, and the pride of the young - L.C.2886(11)",1796,
104186968,Wife of Beith - L.C.2886(12),1800,
104186969,Coalman's courtship to the creel-wife's daughter - L.C.2886(13),1815,
104186970,Comical transactions of Lothian Tom - L.C.2886(14),1822,
104186971,Famous history of the whimsical Mr Spectator - L.C.2886(15),1785,
104186972,History of John Cheap the chapman - L.C.2886(16),1812,
104186973,History of two brothers misfortunes - L.C.2886(17),1804,
104186974,Laird of Cool's ghost - L.C.2886(18),1784,
104186975,Comical sayings of Pady from Cork - L.C.2886(19),1800,
104186977,Ancient and modern history of Buck-haven in Fife-shire - L.C.2886(3),1786,
104186978,"Wonderful exploits of wise Willie & witty Eppie, the ale wife - L.C.2886(4)",1813,
104186979,Witty and entertaining exploits of George Buchanan - L.C.2886(5),1795,
104186980,Henry Blyd's contract - L.C.2886(6),1810,
104186981,"Scots piper's queries, or, John Falkirk's cariches - L.C.2886(7)",1804,
104186982,"Scots piper's queries, or John Falkirk's carriches - L.C.2886(8)",1790,
104186983,Coalman's courtship to a creelwife's daughter - L.C.2886(9),1800,
104186984,Dugald MacTaggart - L.C.2887(1),1815,
104186985,Highland piper's advice to drinkers - L.C.2887(10),1840,
104186986,Seven favourite songs - L.C.2887(11),1820,
104186987,Jolly beggar - L.C.2887(12),1823,
104186988,Six popular songs - L.C.2887(13),1840,
104186989,Four excellent songs - L.C.2887(14),1840,
104186990,Battle of Otterbourne - L.C.2887(15),1840,
104186991,Harry Bluff - L.C.2887(16),1840,
104186992,"Wandering young gentlewoman, or, The cat-skins' garland - L.C.2887(17)",1840,
104186993,Rosanna - L.C.2887(18),1840,
104186994,Captain Wedderburn's courtship - L.C.2887(19),1840,
104186995,Duke of Gordon's daughters - L.C.2887(2),1820,
104186996,Hunting of Chevy-chase - L.C.2887(20),1840,
104186997,Young Grigor's ghost - L.C.2887(21),1840,
104186998,Haughs of Crumdel - L.C.2887(3),1820,
104186999,Captain Wedderburn's courtship - L.C.2887(4),1820,
104187000,Allan Tine O'Harrow - L.C.2887(5),1820,
104187001,Woodman - L.C.2887(6),1820,
104187002,Battle of the Boyne - L.C.2887(7),1825,
104187003,Bonny lass of Banaphie - L.C.2887(8),1826,
104187004,Blackamoor of the wood - L.C.2887(9),1820,
104187005,Renowned history of the seven champions of Christendom - L.C.2888(1),1784,
104187006,"Information of perjury depending before the Lords of the Justiciary Court, &c. - L.C.2888(10)",1777,
104187007,Coalman's courtship to the creel-wife's daughter - L.C.2888(11),1840,
104187008,Entertaining life & death of the amiable Lady Jane Gray - L.C.2888(12),1812,
104187009,Battle of Waterloo - L.C.2888(13),1815,
104187010,Sketch of the life and character of His Royal Highness the late Duke of York - L.C.2888(14),1827,
104187011,"Life of the martyr, John Brown, of Priesthill, in the parish of Muirkirk, Ayrshire - L.C.2888(15)",1828,
104187012,Comical history of Simple John and his twelve misfortunes - L.C.2888(16),1828,
104187013,"Correct account of the life, confession, and execution of Willm. Burke - L.C.2888(17)",1829,
104187015,"Biographical sketch of the life and labours of that eminent minister of the Gospel of Jesus Christ; the Rev. James Hall D. D. of the United Secession Church, Broughton-Place meeting-house, Edinburgh - L.C.2888(18)",1827,
104187016,Narrative of the life of Mrs. Hamilton - L.C.2888(19),1810,
104187017,Description of the four parts of the world - L.C.2888(2),1800,
104187018,True and genuine account of Murdoch Currie - L.C.2888(20),1840,
104187020,History of the two children in the wood - L.C.2888(3),1800,
104187021,Ancient and modern history of Buck-haven in Fife-shire - L.C.2888(4),1800,
104187022,Arraigning and indicting of Sir John Barleycorn - L.C.2888(5),1810,
104187023,"Account of the particular soliloquies and covenant engagements, of Mrs. Janet Hamilton, the deceased lady of Alex. Gordon of Earlston - L.C.2888(6)",1801,
104187025,Witty and entertaining exploits of George Buchanan - L.C.2888(8),1809,
104187026,Remarkable history of the miser of Berkshire - L.C.2888(9),1810,
104187027,Leper the tailor - L.C.2889(1),na ,
104187028,Coalman's courtship to the creel-wife's daughter - L.C.2889(10),1813,
104187029,Mary's dream - L.C.2889(11),1812,
104187030,"Memorable Battle of Bannockburn, fought on the 25th of June 1314 - L.C.2889(12)",1813,
104187031,Auld wife ayont the fire - L.C.2889(13),1790,
104187032,Battle of Waterloo - L.C.2889(13a),1815,
104187033,Duke of Gordon's daughters - L.C.2889(14),1798,
104187034,Tale of three bonnets - L.C.2889(15),1807,
104187035,Christ's kirk on the green - L.C.2889(16),1813,
104187036,Thrummy Cap - L.C.2889(17),1813,
104187037,Prophecies of Thomas Rymer - L.C.2889(18),1798,
104187038,"Wonderful conferences which passed between the ghost of Mr. Maxwell of Cool, and the Rev. Mr. Ogilvy of Innerwick - L.C.2889(19)",1808,
104187039,Collection of Scots proverbs - L.C.2889(2),1813,
104187040,Conquest of France - L.C.2889(20),1805,
104187041,Famous history of the learned Friar Bacon - L.C.2889(21),1807,
104187042,Three crump twin-brothers of Damascus - L.C.2889(22),1805,
104187043,Astonishing and delightful history of Jack and the giants - L.C.2889(23),1813,
104187044,History of Valentine and Orson - L.C.2889(24),1804,
104187045,History of the King and the cobler - L.C.2889(25),1813,
104187046,Renowned history of the seven champions of Christendom - L.C.2889(26),1804,
104187048,Royal riddle book for the trial of dull wits - L.C.2889(28),1813,
104187049,Comical history of Simple John and his twelve misfortunes - L.C.2889(29),1819,
104187050,Merry life and mad exploits of Captain James Hynd - L.C.2889(3),1806,
104187052,Merry tales of the wise men of Gotham - L.C.2889(31),1804,
104187053,Singular adventures of a knight - L.C.2889(32),s.d],
104187054,History of the blind beggar of Bethnal-Green - L.C.2889(4),1800,
104187055,Most excellent and delightful history of Fortunatus - L.C.2889(5),1825,
104187056,"Comical adventures of the late Mr James Spiller comedian at Epsom, in England - L.C.2889(6)",1805,
104187058,Pleasures of matrimony - L.C.2889(8),1813,
104187059,Mother Bunch's closet newly broke open - L.C.2889(9),1817,
104187060,Royal princess - L.C.2890(1),1790,uncertain
104187061,Morpeth wedding garland - L.C.2890(10),1790,
104187062,Teh [sic] prisoner's welcome - L.C.2890(11),1790,
104187064,Five excellent new songs - L.C.2890(13),1790,
104187065,Fond mother's garland - L.C.2890(14),1790,
104187066,New way of Johnny's grey-breeks - L.C.2890(15),1790,
104187067,Valiant damsel - L.C.2890(16),1790,
104187068,Distracted maids garland containing five now [sic] songs - L.C.2890(17),1790,uncertain
104187069,Five excellent new songs - L.C.2890(18),1790,
104187070,Oxfoordshire [sic] tragedy or The wandering shepherdess - L.C.2890(19),1790,uncertain
104187071,Sons of the Tyne's garland - L.C.2890(2),1770,uncertain
104187072,"Soldier's wife, or, The fruits of a victory - L.C.2890(20)",1790,
104187073,Echoing horn - L.C.2890(21),1790,uncertain
104187074,"Fortunate lover, or, The old man outwitted - L.C.2890(22)",1790,
104187075,Rambling maid and the tinker man - L.C.2890(23),1790,
104187076,Four songs - L.C.2890(24),1810,
104187077,Three excellent new songs - L.C.2890(25),1805,
104187078,Three excellent new songs - L.C.2890(26),1790,
104187079,"Tragical ballad of the miller of Whittingham mill, or, A warning to all young men and maidens - L.C.2890(27)",1810,
104187080,Lord Thomas and fair Annet - L.C.2890(28),1790,uncertain
104187081,Mountains high - L.C.2890(29),1800,
104187082,Logie o' Buchan - L.C.2890(3),1790,
104187083,Two excellent new songs - L.C.2890(30),1794,
104187084,Nimble and quick - L.C.2890(31),1800,
104187085,"Purgatory proved, illustrated, and set forth in a clear light - L.C.2890(32)",1800,
104187086,Earnest persuasive to the serious observance of the Lord's day - L.C.2890(33),1800,
104187087,"Luckidad's garland, or, When my old hat was new - L.C.2890(4)",1790,uncertain
104187089,Battle of Sherriff-Muir [sic] - L.C.2890(6),1790,
104187090,Jolly chaise driver - L.C.2890(7),1790,
104187091,Six excellent songs - L.C.2890(8),1790,
104187092,Two excellent new songs - L.C.2890(9),1790,
104187093,Captain O'Blunder's observations on the bloody war in America - L.C.2891(1),1778,
104187094,True and genuine account of Murdoch Currie - L.C.2891(10),1840,
104187095,"History of the devil, ancient and modern - L.C.2891(11)",1794,
104187096,Margaret and the minister; a true tale - L.C.2892(30),1825,
104187097,Humours of Glasgow fair - L.C.2892(31),1840,
104187098,Five Scotch songs - L.C.2892(32),1840,
104187099,Six popular songs - L.C.2892(33),1840,
104187100,Life and death of fair Rosamond - L.C.2892(34),1840,
104187101,Jovial sons of Jove - L.C.2892(35),1840,
104187102,Seven of the most popular songs - L.C.2892(36),1840,
104187103,Four excellent songs - L.C.2892(37),1840,
104187104,Jolly beggar - L.C.2892(38),1840,
104187105,Six love songs - L.C.2892(39),1840,
104187106,"Old Scotch ballad of Andrew Lammie, or, Mill of Tifty's Annie - L.C.2892(4)",1840,
104187107,Five popular songs - L.C.2892(40),1840,
104187108,Six favourite songs - L.C.2892(41),1840,
104187109,Five favourite songs - L.C.2892(42),1840,
104187110,"Wandering young gentlewoman, or, The cat-skins' garland - L.C.2892(43)",1840,
104187111,Sir James the Rose - L.C.2892(44),1840,
104187112,Two favourite ballads - L.C.2892(45),1840,
104187113,Haughs of Crumdel - L.C.2892(46),1840,
104187114,Duke of Gordon's three daughters - L.C.2892(47),1840,
104187115,Factor's garland - L.C.2892(48),1840,uncertain
104187116,"Magic pill, or, Davie and Bess - L.C.2892(49)",1831,
104187117,Knight of Elle - L.C.2892(5),1840,
104187118,Blaeberry courtship - L.C.2892(50),1840,
104187119,"Jemmy and Nancy of Yarmouth, or The constant lovers - L.C.2892(51)",1840,
104187120,Bonny Barbara Allan - L.C.2892(52),1823,
104187121,Four favourite comic songs - L.C.2892(53),1840,
104187122,Three excellent songs - L.C.2892(54),1840,
104187123,Tullochgorum - L.C.2892(55),1823,
104187124,King's muster - L.C.2892(56),1823,
104187125,Monk and the miller's wife - L.C.2892(57),1820,uncertain
104187126,Battle of Prestonpans - L.C.2892(58),1825,
104187127,Village sexton - L.C.2892(59),1823,
104187128,Seven popular songs - L.C.2892(6),1840,
104187129,Hallow fair - L.C.2892(60),1826,
104187130,Ewe-boughts Marion - L.C.2892(61),1813,
104187131,Tullochgorum - L.C.2892(62),1823,
104187132,"New song called, Bonaparte's comin', or, Rouse brother Britons - L.C.2892(63)",1810,
104187133,"Aloway Kirk, or, Tam O' Shanter - L.C.2892(64)",1822,
104187134,"Watty & Meg, or, The wife reformed - L.C.2892(65)",1840,
104187135,Humourous adventures of Jump Jim Crow - L.C.2892(7),1840,
104187136,Seven popular songs - L.C.2892(8),1840,
104187137,Drunken exciseman - L.C.2892(9),1840,
104187138,Interesting history of Robert Burns - L.C.2893(1),1840,
104187139,"History of Charles Jones, the footman - L.C.2893(10)",1840,
104187140,History of Thomas Hickathrift - L.C.2893(11),1840,
104187141,"Surprising life and adventures of the gentleman-robber, Redmond O'Hanlon - L.C.2893(12)",1840,
104187142,"Irish assassin, or, The misfortunes of the family of O'Donnel - L.C.2893(13)",1840,
104187143,"Iron shroud, or, Italian revenge - L.C.2893(14)",1840,
104187144,Napoleon Bonaparte's book of fate - L.C.2893(15),1840,
104187145,Collection of Scotch proverbs - L.C.2893(16),1840,
104187146,Theatrical speaker - L.C.2893(17),1840,
104187147,"Pilgrim's progress, from this world to that which is to come - L.C.2893(18)",1840,
104187148,"Life and prophecies, of Alexander Peden - L.C.2893(19)",1840,
104187149,Comical history of Simple John and his twelve misfortunes - L.C.2893(2),1840,
104187150,Comical tricks of Lothian Tom - L.C.2893(3),1840,
104187151,Travels and adventures of Wm. Lithgow - L.C.2893(4),1840,
104187152,"Iron shroud, or, Italian revenge - L.C.2893(5)",1839,
104187153,Life of Mansie Wauch tailor in Dalkeith - L.C.2893(6),1840,
104187154,Comical stories of Thrummy Cap and the Ghaist - L.C.2893(7),1840,
104187155,Famous history of Valentine & Orson - L.C.2893(8),1840,
104187156,"Famous history of the two unfortunate lovers, Hero & Leander - L.C.2893(9)",1840,
104187158,Pack's address - L.C.2893.A(2),1840,uncertain
104187159,Night frae hame - L.C.2893.A(3),1842,
104187160,"Dialogue between John and Thomas, on the corn laws, the charter, teetotalism, and the probable remedy for the present disstresses [sic] - L.C.2893.A(4)",1842,
104187161,"Watty's travels to Carslile [sic], in search of a place - L.C.2893.A(5)",1826,
104187162,"Execution and awful confession of Edward Robertson, and Matthew M'Queen - L.C.2893.A(6)",1844,
104187163,Gow's fareweel to whisky - L.C.2894(1),1823,
104187164,Queen Mary's lamentation - L.C.2894(10),1824,
104187165,Wellington's address - L.C.2894(11),1824,
104187166,Battle of Prestonpans - L.C.2894(12),1825,
104187167,Edwin and Emma - L.C.2894(13),1825,
104187168,Lilies of the valley - L.C.2894(14),1825,
104187169,Sailors tragedy - L.C.2894(15),1825,
104187170,4 songs - L.C.2894(16),1815,
104187171,Witty and entertaining exploits of George Buchanan - L.C.2894(17),1840,
104187172,"Old Scots tragical song, of Sir James the Rose - L.C.2894(18)",1835,
104187173,Emigrant - L.C.2894(19),1800,uncertain
104187174,Bonny Barbara Allan - L.C.2894(2),1823,
104187175,"Life and death of Fair Rosamond, concubine to King Henry II - L.C.2894(20)",1835,
104187176,Four popular songs - L.C.2894(21),1835,
104187177,"Comical sayings of Paddy from Cork, with his coat buttoned behind - L.C.2894(22)",1850,
104187178,"Grinning made easy, or, Funny Dick's unrivalled collection of jests, jokes, bulls, epigrams &c. - L.C.2894(23)",1840,
104187179,"Sorrow-dispenser, or, Humpy Funnydoss' bundle of mirth - L.C.2894(24)",1839,
104187180,Awful phenomena of nature - L.C.2891(12),1799,
104187181,Authentic narrative of the proceedings of His Majesty's Squadron - L.C.2891(13),1800,
104187182,"Full and true account, of the cruel sufferings of the passengers on board the brig Nancy bound for New-York - L.C.2891(2)",1795,uncertain
104187184,"Elegy on the much lamented death, of the Rev. Mr. Thomas Monteith, late Minister of the Gospel in Dunse, who departed this life the 22d of May, 1787 - L.C.2891(4)",1787,
104187185,Political history of the devil upon two sticks - L.C.2891(5),1800,
104187186,Curious and compendious description of Borrowdale - L.C.2891(6),1843,
104187187,Man of Dunse - L.C.2891(7),1770,
104187189,"Strange and wonderful account of the wicked life, and deplorable death of Mr Alexander Parkinson - L.C.2891(9)",1788,
104187190,Battle of the Boyn - L.C.2892(1),1824,
104187191,Six excellent songs - L.C.2892(10),1840,
104187192,"Sir Neil and Glengyle, the Highand chieftains - L.C.2892(11)",1840,
104187193,Hunting of Chevy-chase - L.C.2892(12),1840,
104187194,Tragical history of Gill Morice - L.C.2892(13),1840,
104187195,Four songs - L.C.2892(14),1840,
104187196,"Raising the wind, or, Habbie Simpson & his wife baith dead - L.C.2892(15)",1842,
104187197,Wae's me for Prince Charlie - L.C.2892(16),1850,
104187198,"Elegy on Jamie Gemmill, tailor - L.C.2892(17)",1820,
104187199,Bonny Jean - L.C.2892(18),1824,
104187200,Sailors tragedy - L.C.2892(19),1825,
104187201,Jaunting car - L.C.2892(2),1850,
104187202,News - L.C.2892(20),1823,
104187203,Collection of the best Scottish songs - L.C.2892(21),1850,
104187204,Battle of Roslin - L.C.2892(22),1840,
104187205,Five favourite songs - L.C.2892(23),1840,
104187206,Six popular songs - L.C.2892(24),1840,
104187207,Captain Wedderburn's courtship - L.C.2892(25),1850,
104187208,Kate Dalrymple and The flowers of the forest - L.C.2892(26),1840,
104187209,Young Grigor's ghost - L.C.2892(27),1840,
104187210,Penny-worth of wit's garland - L.C.2892(28),1840,
